"","X","id","Education","FamSES","Income","Age","Gender","Ethnicity","Kids_1","KidsHome_1","Fav","FavPpl","FavActivity","UStotal","UTtotal","UTrural","UTurban","UTdist","SBtotal","Orient","Route","SA","BFExtraverted","BFAgreeableness","BFConscient","BFEmoStabil","BFOpennness","SOIbehavior","SOIattitude","SOIdesire","SOItotal","ATOTpleasure","ATOTnopleasure","Q1","Q3","Q4","Q5","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q25","Q27","Q29","Q32","Q39","Q40","Q42","Q45","Q47","Q49","Q50","Q51","Q52","Q54","Q56","Q57","Q58","Q59","Q60","Q61","Q62","Q65","Q66","Q67","Q68","Q69","Q72","Q73","Map","WithinRtPt","BetweenRtPt","WithinRtPtAllo","BetweenRtPtAllo","WithinDist","BetweenDist","date","MRT","PSAS","SOTmean","SOTsd","Pointing","Distance","GPSuse"
"150",150,"Utah_256",3,4,1,18,"Male","Asian/Pacific-Islanders",0,0,"Home","No one","Relax/Homework",3,27,12,14,2684.1,3.33333333333333,2.72727272727273,3.33333333333333,2.625,1.5,4,6,5,5.5,1,3.66666666666667,2.66666666666667,2.44444444444444,3,3,1,3,3,1,1,2,3,4,1,4,3,4,4,2,2,4,2,2,2,1,3,2,2,2,2,2,2,3,2,2,3,2,1,4,4,2,3,4,3,2,4,3,3,259.953318545755,19.0735680925,34.9566542268125,42.8110095943896,105.521836068861,71.3131365325923,119.052987179438,"2017-11-30 15:33:02 -0800",64,4.125,17.1666666666667,19.9765013468477,27.0151111596563,95.1830618560151,4
"151",151,"Utah_257",3,6,1,18,"Female","Caucasian",0,0,"At home","My friends/family","Hang out, watch movies, do homework",17,27,8,18,2402.2,5,3.63636363636364,4.33333333333333,1.875,4.5,6.5,6.5,4.5,5.5,1,2.33333333333333,2,1.77777777777778,4.2,2.8,3,2,2,2,1,2,1,3,1,4,5,4,4,3,4,4,2,2,3,1,5,2,4,4,4,4,4,5,4,5,1,1,2,4,5,4,3,1,3,3,2,1,1,77.8395576176086,6.53102900854167,11.5442393973438,51.389042407705,55.4188596925287,66.1441562426999,143.733462678172,"2017-12-01 08:47:37 -0800",46,4.6875,10.5,6.40312423743285,9.03763420294274,104.938809460436,4
"152",152,"Utah_258",2,5,1,19,"Female","Latino or Hispanic",0,3,"The mountains ","Family ","Explore and ride horses ",10,5,2,3,144.2,3.93333333333333,2.63636363636364,3.5,2.125,5.5,6,5,4.5,5.5,1,6,2.66666666666667,3.22222222222222,4.2,2.8,3,4,2,1,2,3,3,3,1,3,5,4,5,2,5,3,2,3,4,2,4,4,5,3,3,4,3,4,4,3,2,1,2,2,5,2,2,2,2,4,4,1,2,313.022614726354,11.4805548129583,59.0675429173438,67.6495593665063,88.9998372011627,65.1191523289883,89.1914552583229,"2017-12-01 09:33:47 -0800",34,2.875,31.8333333333333,23.5558652543011,35.2740488651511,77.1553037936556,3
"153",153,"Utah_259",3,7,2,20,"Male","Caucasian",0,0,"At Resteraunts","My Friends","Eat",11,16,2,14,327.2,3.13333333333333,1.63636363636364,3,2.5,4,6.5,7,6,4,2.66666666666667,9,6,5.88888888888889,3.6,2.8,1,1,1,1,1,1,3,4,1,4,4,5,4,5,4,4,3,3,4,1,1,2,2,4,3,3,1,2,4,3,3,1,1,2,5,1,2,5,1,5,1,1,3,174.813542904919,24.2302103154583,44.6945306584688,81.1748615717746,74.676681578864,163.502132448617,149.119753985815,"2017-12-01 09:52:42 -0800",-8,4.0625,46.5833333333333,38.3653686956286,34.4623704869636,156.310943217216,4
"154",154,"Utah_260",3,1,1,21,"Female","Latino or Hispanic",0,0,"park","friends","walk",5,3,0,3,57.5,1.6,2.63636363636364,5,2.5,7,6.5,3.5,2,6.5,1,1,1.66666666666667,1.22222222222222,4.2,2.4,2,3,2,1,1,1,3,1,1,5,4,4,5,3,3,3,2,2,2,4,1,3,3,4,2,1,2,2,2,1,2,1,1,1,5,1,1,1,1,5,1,1,1,444.59584639466,56.600417496875,57.6617485532188,90.8732973586911,88.0905603877743,163.729787102023,310.699600472949,"2017-12-01 10:21:35 -0800",4,3.875,34.1666666666667,33.4686646753574,57.1310830250469,237.214693787486,5
"155",155,"Utah_261",3,6,2,19,"Female","Caucasian",0,0,"Utah","Friends","Explore",19,23,5,16,1931.6,3.46666666666667,2.81818181818182,3.33333333333333,2.125,6.5,5,4,4,5,3,5,2,3.33333333333333,4.6,2.2,4,2,7,2,3,3,3,4,1,3,5,2,5,3,5,1,1,1,4,1,4,5,5,2,3,4,2,4,2,3,2,1,1,4,5,4,2,2,1,2,2,1,1,267.348390842482,53.50401601025,56.4620400445625,98.1483577921028,71.7341654302171,139.707844067567,257.768106602936,"2017-12-01 10:53:34 -0800",58,4.375,21.4166666666667,17.1063961101919,54.9830280274062,198.737975335251,3
"156",156,"Utah_262",2,6,1,18,"Male","Caucasian",0,3,"New York","family","shop and hang out",14,18,6,12,1211.9,3.53333333333333,3.27272727272727,3.5,2.375,3.5,4,4.5,5.5,5.5,0.666666666666667,5.33333333333333,0.666666666666667,2.22222222222222,3.4,3,3,4,6,2,2,2,3,3,1,3,4,3,3,3,4,3,2,2,3,4,2,2,3,4,2,2,2,3,3,3,2,1,2,3,3,3,2,2,3,2,2,2,1,367.681623236351,29.127161388,56.9913504173438,91.5793906721079,94.2118576204904,101.153863345514,176.403694866113,"2017-12-01 11:13:58 -0800",56,4.5,38,32.5520562121099,43.0592559026719,138.778779105813,3
"157",157,"Utah_263",3,3,1,21,"Female","Caucasian",0,0,"Library","N/A Alone","Read, Draw, Write",19,22,8,13,2182.9,4.53333333333333,3.63636363636364,3.33333333333333,2.375,1,4.5,3.5,5,6.5,1.66666666666667,3,1.33333333333333,2,4.4,2,3,1,4,2,2,2,1,2,2,1,5,5,5,2,4,2,1,2,2,1,3,1,1,4,3,5,4,5,2,4,2,4,1,4,5,5,3,5,3,5,2,1,1,398.807927492861,17.5730571055417,57.8751202139062,60.0618935224292,93.8240824904447,122.759083347107,154.502552881079,"2017-12-04 06:01:31 -0800",30,5,32.1666666666667,32.2316426494026,37.7240886597239,138.630818114093,1
"158",158,"Utah_265",3,3,3,25,"Female","Other",0,3,"Coffee shop","usually by myself, occasionally I'll have a friend or two.","Study, read a book, people-watch.",8,17,3,14,311.6,4.26666666666667,3.18181818181818,3.66666666666667,3.125,6.5,5,5,6,6,0,0,0,0,4.6,3.6,4,4,3,2,1,2,3,1,1,3,5,4,5,2,1,4,2,2,4,4,4,4,4,4,4,5,4,2,5,2,2,1,4,4,5,4,2,4,2,2,4,2,4,254.229521553735,50.706115403875,57.57261254425,69.1793629133438,90.1089124732785,109.476341225012,194.982828428388,"2017-12-04 08:55:40 -0800",44,4.375,39.5,35.0726518685273,54.1393639740625,152.2295848267,3
"159",159,"Utah_266",3,4,1,18,"Male","Asian/Pacific-Islanders",0,1,"Downtown","Friends","Chill",9,16,3,12,813.3,3.4,2.54545454545455,3,3.125,5.5,5.5,4,4,5.5,0,4.33333333333333,3,2.44444444444444,4.2,2.8,3,5,3,2,2,2,3,3,1,4,5,4,5,3,3,3,2,3,3,2,4,4,5,4,2,2,2,2,3,2,4,2,2,4,5,2,2,2,2,2,2,1,1,187.863675046638,33.6402900517917,55.359864195625,80.8659730884197,98.6884054878154,92.3244321345389,153.106314150224,"2017-12-04 09:45:57 -0800",-6,4.1875,49,45.5591523586245,44.5000771237084,122.715373142381,4
"160",160,"Utah_267",2,4,2,19,"Male","Caucasian",0,0,"Nature","Myself or friends","Relax",8,38,15,20,3179.4,3.73333333333333,2.81818181818182,3,2.375,5.5,4,6,3.5,6,3.66666666666667,7.33333333333333,0,3.66666666666667,3.8,2.6,4,5,8,4,2,3,3,3,1,4,5,3,4,2,3,3,4,3,3,2,3,4,4,4,2,4,2,1,3,3,3,2,1,3,5,3,1,3,1,3,3,1,1,276.920668145861,19.7748883996667,48.03522695725,62.6074143220685,66.6765989619475,141.845738475192,179.880362374185,"2017-12-04 09:54:13 -0800",34,4.75,21.3333333333333,20.6764395270354,33.9050576784583,160.863050424689,4
"161",161,"Utah_268",3,5,1,18,"Male","Caucasian",0,0,"Colorado","My close friends","Do outdoor activities",13,12,3,8,1113.2,4.13333333333333,2.90909090909091,3.66666666666667,1.75,3,5,5.5,4.5,4.5,2,6.66666666666667,7.66666666666667,5.44444444444444,3.6,2.6,3,4,3,1,1,2,3,3,1,4,4,4,4,2,3,4,3,2,3,2,4,3,3,4,3,2,4,4,3,4,2,1,2,4,4,4,2,3,3,2,1,1,1,464.036645097955,21.6598495815417,32.3596251006563,62.6457315347858,61.6319088232063,126.301445951759,140.919898988079,"2017-12-04 10:48:05 -0800",48,3.5625,12.25,11.013421563958,27.009737341099,133.610672469919,4
"162",162,"Utah_270",4,2,4,33,"Male","Caucasian",3,3,"Mountains","Family","Relax, explore, wander",16,32,13,17,3448.5,2.93333333333333,2.09090909090909,3.83333333333333,3.375,2,4,5.5,4,5.5,1.33333333333333,1,2.33333333333333,1.55555555555556,3,4,4,3,2,2,2,1,2,3,1,4,4,5,4,3,3,3,2,4,5,1,4,2,2,2,1,2,2,4,1,2,5,1,1,5,5,4,2,1,2,2,3,4,4,235.633546137701,41.5018974404583,63.478146959875,59.7015546872655,82.0557286413156,138.151686474755,204.369798363392,"2017-12-05 06:02:31 -0800",60,4.25,21.3333333333333,11.8960141020071,52.4900222001666,171.260742419073,4
"163",163,"Utah_271",3,3,4,31,"Female","Caucasian",0,0,"The beach in Hawaii","My husband","Relax",31,34,12,20,2904.3,5.33333333333333,2.72727272727273,3.33333333333333,1.25,3.5,7,6,6,5.5,1.33333333333333,1,1.66666666666667,1.33333333333333,5,1.2,4,3,3,2,1,2,3,4,1,3,5,2,5,2,5,2,2,1,2,1,2,4,4,5,4,4,4,5,5,4,1,1,1,4,5,5,4,1,1,1,1,1,1,496.155015474793,36.186115089875,37.4442788856875,76.037915540638,95.7088869716519,93.907199307563,99.6064793365178,"2017-12-05 06:17:46 -0800",24,4.625,21.5833333333333,23.7236296982693,36.8151969877812,96.7568393220404,3
"164",164,"Utah_272",3,5,2,24,"Female","Caucasian",0,0,"at home","family ","hang out",16,26,6,18,2262.5,3.86666666666667,1.36363636363636,2.66666666666667,1,3.5,6,5,5.5,4,1.33333333333333,1,1,1.11111111111111,3.2,2.2,3,3,3,1,1,1,3,5,1,2,4,2,3,4,3,3,4,4,3,2,3,4,3,4,4,4,4,2,4,3,2,1,1,3,4,3,3,3,1,3,2,1,1,125.906396358474,6.72246548741667,50.3689012118125,60.2285468830879,79.7782326474841,104.89367309222,165.832557934595,"2017-12-05 06:58:17 -0800",-24,3.8125,45.25,34.1550608522102,28.5456833496146,135.363115513408,2
"165",165,"Utah_273",4,4,6,25,"Male","Latino or Hispanic",0,0,"Home","No one","Watch tv, Read, Play video games",1,21,7,13,1779.3,3.26666666666667,3.18181818181818,2.83333333333333,3.75,1.5,4.5,3.5,3,4.5,2,5.33333333333333,4.33333333333333,3.88888888888889,4,3.8,2,6,2,2,3,3,3,4,1,3,4,4,4,5,2,4,3,3,5,2,4,3,2,2,2,4,3,2,1,2,4,1,1,5,4,1,5,5,3,3,5,1,4,451.373670654981,14.41092899475,45.9676023533438,73.7356745964598,82.3219760592973,75.6217100644988,95.1555758253467,"2017-12-05 07:12:10 -0800",28,3.5625,38.9166666666667,48.9368021642261,30.1892656740469,85.3886429449228,3
"166",166,"Utah_274",3,4,2,21,"Female","Caucasian",0,0,"Escalante Utah","my old students","talk, horseback riding",31,20,8,12,1176.1,4.8,3.63636363636364,5,3.125,2,4.5,4,2.5,4,4,7.33333333333333,4,5.11111111111111,5.6,3.4,3,4,4,1,2,3,3,1,1,2,4,4,4,4,4,4,2,4,5,4,4,2,3,4,4,2,4,4,4,2,2,4,4,3,4,2,4,4,2,4,2,3,2,483.788917049702,34.142916071875,46.8758403119063,64.0834094067441,73.4337157377115,101.308554752768,116.525750763914,"2017-12-05 08:10:57 -0800",52,4,26.1666666666667,41.5535434072351,40.5093781918906,108.917152758341,2
"167",167,"Utah_275",2,5,2,18,"Male","Caucasian",0,0,"Mountains","friends","Ski, hike, bike, ect..",14,33,14,16,3206.7,5.26666666666667,3.36363636363636,3.33333333333333,2.125,7,5,3.5,6.5,6.5,2.66666666666667,8,6.66666666666667,5.77777777777778,4.6,1.8,3,5,4,2,2,2,3,3,1,2,5,2,5,4,2,2,2,2,1,4,2,4,4,4,4,5,4,5,4,4,1,1,1,2,5,2,1,1,1,1,4,2,1,396.352438762257,26.193014450875,50.566167781,60.1884114951204,86.6410351567964,81.0622878577063,84.9060253653734,"2017-12-05 08:21:54 -0800",24,4.125,12.75,10.1006300433551,38.3795911159375,82.9841566115398,2
"168",168,"Utah_276",3,5,4,19,"Female","Caucasian",0,0,"My favorite place to spend time (on a normal day) is at the gym. It's a good stress relief and I really love bettering my fitness. If I could choose anywhere, my favorite place is my beach house in Newport Beach, California on the rooftop enjoying the sun!","If I had a significant other, I would like to be with them and my family. If not, my best friend and family. (Beach house) Best friend (gym) ","Beach house: Often relax and forget about the busy life I live for the moment. Gym: Workout!",6,24,6,18,1124.7,5.13333333333333,4,5,2.125,7,6,6.5,3.5,7,3.33333333333333,4.33333333333333,6,4.55555555555556,5.2,2.8,5,5,2,1,1,1,3,1,1,4,5,3,5,4,5,3,2,1,4,2,5,5,5,5,5,5,4,4,5,4,1,1,1,2,5,2,2,2,5,2,5,1,1,369.897315343668,35.6264071101667,46.4947604393906,74.0515755995223,77.7286545839748,121.801790517891,138.199272529162,"2017-12-05 15:43:12 -0800",30,3.6875,38,39.2428337406972,41.0605837747786,130.000531523526,4
"169",169,"Utah_276",3,5,4,19,"Female","Caucasian",0,0,"My favorite place to spend time (on a normal day) is at the gym. It's a good stress relief and I really love bettering my fitness. If I could choose anywhere, my favorite place is my beach house in Newport Beach, California on the rooftop enjoying the sun!","If I had a significant other, I would like to be with them and my family. If not, my best friend and family. (Beach house) Best friend (gym) ","Beach house: Often relax and forget about the busy life I live for the moment. Gym: Workout!",6,24,6,18,1124.7,5.13333333333333,4,5,2.125,7,6,6.5,3.5,7,3.33333333333333,4.33333333333333,6,4.55555555555556,5.2,2.8,5,5,2,1,1,1,3,1,1,4,5,3,5,4,5,3,2,1,4,2,5,5,5,5,5,5,4,4,5,4,1,1,1,2,5,2,2,2,5,2,5,1,1,369.897315343668,35.6264071101667,46.4947604393906,74.0515755995223,77.7286545839748,121.801790517891,138.199272529162,"2017-12-05 15:40:09 -0800",26,5.625,16.75,13.1365209175863,41.0605837747786,130.000531523526,4
"170",170,"Utah_278",3,3,4,19,"Female","Latino or Hispanic",0,0,"California","my family ","visit all the family we have over there",4,13,2,11,535.7,3.73333333333333,2.63636363636364,4.66666666666667,3.25,2,5,6.5,5.5,5.5,1.66666666666667,3,3,2.55555555555556,3,4.2,3,2,2,2,1,2,3,3,1,3,4,4,5,4,4,4,4,5,4,2,2,4,4,2,2,2,4,2,2,1,4,1,4,2,4,4,2,2,4,2,2,2,1,256.627754804873,35.9029751555833,47.595378208,58.9353503279764,87.6593854850038,268.546706383102,118.840464021021,"2017-12-05 16:28:06 -0800",4,4.375,82.0833333333333,55.8902468859254,41.7491766817917,193.693585202062,3
"171",171,"Utah_279",3,5,8,18,"Male","Asian/Pacific-Islanders",0,1,"Home","My family","Relax",25,13,0,13,600.6,5.73333333333333,3,3.66666666666667,1,3.5,4,6.5,5.5,4,1,8,4,4.33333333333333,4.2,1,4,3,8,2,1,1,3,3,1,3,3,4,2,3,2,4,4,3,2,4,5,2,3,5,5,5,5,3,5,3,1,2,3,3,3,2,2,2,1,3,5,1,1,239.145789011886,26.4114823026667,50.609860613125,61.2458679088611,90.4535677246587,96.2039286919529,250.465965398727,"2017-12-06 06:13:12 -0800",28,4.375,44.25,32.5719483326039,38.5106714578959,173.33494704534,3
"172",172,"Utah_280",2,6,2,22,"Female","Latino or Hispanic",0,0,"My cabin in Driggs, Idaho.","My parents, freinds, boyfriend, and other family members.","I ski/snowboard and hike ",16,19,4,14,1278.3,3.66666666666667,2.63636363636364,5,2,6.5,5.5,7,7,7,1.33333333333333,2.66666666666667,1,1.66666666666667,5,3.8,4,4,3,2,1,1,3,3,1,2,5,3,5,5,5,2,3,3,5,1,5,5,5,3,2,1,3,2,4,1,3,1,1,5,5,5,2,1,1,1,1,1,1,322.327224373077,37.1281558588333,63.7235573265937,60.9712536336539,95.0487062264248,95.1540589929654,135.985272643416,"2017-12-05 16:50:21 -0800",10,5.625,30.4166666666667,29.5649003606191,50.4258565927135,115.569665818191,2
"173",173,"Utah_281",2,3,1,18,"Male","Caucasian",0,0,"Dance Hall","Dates","Dance",13,18,9,7,2412.3,4.73333333333333,4.27272727272727,3.5,2.625,4.5,4.5,4,4.5,4.5,1,1.33333333333333,4.66666666666667,2.33333333333333,4.2,3.6,2,3,3,2,1,2,5,3,1,4,4,4,3,3,4,3,2,3,3,3,3,3,3,5,4,5,5,4,4,4,2,1,1,4,5,3,3,4,4,3,4,2,3,175.868896044051,31.2939016695417,60.8367266077813,55.6706664705911,88.5817691645625,100.623499360618,144.583910795124,"2017-12-06 06:16:55 -0800",56,5.0625,13.3333333333333,7.92388028606432,46.0653141386615,122.603705077871,4
"174",174,"Utah_282",3,4,3,22,"Female","Caucasian",1,0,"Disneyland","Family","Enjoy rides, food and entertainment",14,29,8,19,1719.2,3.6,3.27272727272727,4.83333333333333,3.25,1,7,6.5,5,5.5,3.66666666666667,8,1.66666666666667,4.44444444444444,3.6,4.4,1,3,3,2,1,1,4,3,1,4,4,5,4,5,2,1,5,5,5,1,4,2,1,3,2,5,1,2,1,3,4,1,1,4,4,4,4,5,1,4,2,1,2,233.663702819279,22.186239789,53.9763025692188,66.2505063557406,76.2871487640836,100.182222593203,185.510281067065,"2017-12-06 07:05:47 -0800",52,4.25,36,41.7481627249522,38.0812711791094,142.846251830134,4
"175",175,"Utah_283",3,5,1,20,"Female","Caucasian",0,0,"Disneyland","My friends or boyfriend","Ride the rides and watch parades",8,27,8,17,1797.4,3.73333333333333,2.18181818181818,3.33333333333333,2.5,6,4.5,6,3.5,5,3,7.66666666666667,4,4.88888888888889,3.4,3.4,5,2,2,2,1,1,3,1,1,2,4,5,4,3,4,4,2,5,3,1,2,2,3,3,5,4,3,2,3,2,2,1,1,1,4,2,1,1,1,3,1,1,1,347.312092624277,28.8556298803333,51.988584417,61.3315368107095,88.8842289627178,186.956763126998,242.242423500094,"2017-12-06 08:10:40 -0800",24,4.125,19.25,18.2364520073994,40.4221071486666,214.599593313546,2
"176",176,"Utah_284",3,5,1,19,"Male","Caucasian",0,0,"Utah","everyone","ski climb run bike school",18,20,9,10,1767,4.46666666666667,4.36363636363636,3.33333333333333,3,6,3,6.5,3,7,3,6,7,5.33333333333333,5.2,1.8,4,6,4,2,4,5,3,2,1,4,5,3,5,4,5,2,4,2,3,3,4,4,4,5,5,5,5,5,5,5,2,1,5,5,5,5,1,1,1,2,2,2,2,244.566898577466,28.1505292785417,47.2171745388438,56.0638568567655,77.250707725269,111.692576971624,260.977995503369,"2017-12-06 07:17:25 -0800",40,3.0625,37.5833333333333,39.9805824081762,37.6838519086928,186.335286237497,4
"177",177,"Utah_285",3,4,1,20,"Male","Caucasian",0,0,"Institute of Religion","Friends","Take classes, study, hang out with friends, play games, choir",9,17,4,13,1142.8,4.13333333333333,2.63636363636364,4.16666666666667,1.75,6,6.5,4.5,4.5,4,1,1,1.66666666666667,1.22222222222222,3.8,2.6,3,3,2,1,1,2,3,2,1,4,4,4,3,3,4,4,3,1,3,1,3,4,4,4,3,4,3,3,3,3,2,1,1,3,5,5,2,1,1,2,4,1,2,299.796403730483,27.5573228208333,58.32512371525,72.2980340668941,87.3501249497234,137.266156220678,135.378167637199,"2017-12-06 08:36:03 -0800",52,4.25,13.1666666666667,8.77841705893529,42.9412232680417,136.322161928938,4
"178",178,"Utah_286",4,3,1,21,"Female","Asian/Pacific-Islanders",0,4,"coffee shop","best friend","study ",9,23,8,15,1242.2,4,1.81818181818182,3,2.125,4,7,5.5,6.5,5.5,1,1,5.33333333333333,2.44444444444444,3.6,2.4,4,4,1,1,2,1,3,2,1,4,4,4,4,4,4,5,3,2,3,1,2,5,4,4,2,5,3,4,2,3,3,1,1,3,3,2,2,4,2,5,4,2,3,348.683376413118,39.7195739106667,70.6360934056875,98.8078100183466,111.82659809094,135.078937473855,188.42359725232,"2017-12-06 15:41:26 -0800",0,3.1875,72.4166666666667,63.5502068279781,55.1778336581771,161.751267363087,4
"179",179,"Utah_287",3,5,2,19,"Female","Caucasian",0,0,"Outdoors ","My friends or rarely just by myself","Hike, hammock, explore, relax, swim if there's water, create art.",13,23,4,18,986.2,5.06666666666667,3.45454545454545,3.33333333333333,2.25,5.5,5,7,3.5,7,3,6,6.33333333333333,5.11111111111111,5,2.4,3,5,3,2,2,2,3,1,1,3,5,4,5,4,5,2,3,3,4,4,3,4,5,5,5,5,3,3,5,3,1,1,5,3,5,5,3,2,1,3,3,1,1,304.810987692451,14.7219203196667,37.3115550759375,58.9843439949024,88.6768002174074,91.0468413166373,152.464242157369,"2017-12-06 16:21:06 -0800",72,5.5625,30.9166666666667,49.7986095704641,26.0167376978021,121.755541737003,3
"180",180,"Utah_288",3,4,1,22,"Male","Caucasian",0,0,"Salt Lake City","Friends","I live here",10,19,5,14,1225.1,3.06666666666667,2.36363636363636,2.66666666666667,3.125,2.5,6,3.5,4.5,4,1,3.66666666666667,6.33333333333333,3.66666666666667,3.6,3.6,2,3,2,1,1,1,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,3,3,2,3,2,1,2,4,4,2,2,2,4,3,4,2,2,228.906531533631,21.1162071726667,26.260357321375,70.017426279713,82.1605537824011,91.4550748608248,90.15593839194,"2017-12-07 07:04:31 -0800",0,3.5625,59.0833333333333,60.6022176811937,23.6882822470209,90.8055066263824,3
"181",181,"Utah_289",3,5,2,23,"Female","Other",0,0,"A cave up in Neffs Canyon","Quiet and Peaceful ","Meditate on myself and my life",1,31,10,20,1776,4.4,4,3,2.125,3.5,4.5,6,4,6.5,4.33333333333333,1,1.66666666666667,2.33333333333333,5.8,2,1,3,6,2,2,3,3,1,1,2,5,2,5,1,1,3,3,1,1,1,3,1,2,5,4,4,4,4,4,4,2,1,3,2,3,1,3,3,1,1,1,1,1,182.217868639063,17.3294789921667,29.92167878675,65.1078887998265,48.8237556781753,121.262608022531,108.606743960244,"2017-12-07 08:08:24 -0800",58,5.9375,35.0833333333333,39.348000603781,23.6255788894583,114.934675991388,2
"182",182,"Utah_290",3,6,8,19,"Male","Caucasian",0,1,"Southern Utah","Friends","Climb, Bike, backpack, camp, canyoneer",25,33,16,15,3559.1,4.46666666666667,3.63636363636364,2.83333333333333,2.375,2,5,5,4,5,1.66666666666667,6,5.33333333333333,4.33333333333333,5.2,2,4,4,4,3,2,4,5,3,1,2,4,3,5,2,4,3,2,1,4,2,3,3,3,4,4,5,5,5,4,4,2,4,2,4,5,4,3,2,2,3,1,1,1,207.694594787572,21.9820131667917,57.3423188304375,72.4916612088122,82.6772898315406,85.513270987912,89.9168791039351,"2017-12-07 14:45:15 -0800",50,4.9375,36.9166666666667,49.5698924996236,39.6621659986146,87.7150750459236,2
"183",183,"Utah_291",3,6,1,19,"Female","Caucasian",0,0,"califonia ","my family ","go to the beach ",10,31,14,15,3136.5,1.33333333333333,2.09090909090909,4.33333333333333,3,6.5,4.5,4,2.5,5,1,1,7,3,2.4,3,7,7,4,1,1,2,3,3,1,4,5,2,5,2,5,2,2,2,3,1,3,5,5,1,1,1,1,1,3,1,5,1,2,3,4,1,3,2,4,4,3,1,1,384.22327286214,51.4957226477917,63.0593812725625,64.824426129967,62.5807760981506,161.755101775009,277.807408321069,"2017-12-07 15:20:28 -0800",6,2.375,58.9166666666667,43.5085327751054,57.2775519601771,219.781255048039,4
"184",185,"Utah_292",5,4,3,21,"Male","Asian/Pacific-Islanders",0,0,"NY","just me ","have fun",2,6,0,5,685.8,3.66666666666667,2.81818181818182,3.66666666666667,3.375,3,4.5,3.5,5,4,0,6,1.33333333333333,2.44444444444444,3.6,3.2,7,4,3,1,3,4,3,3,1,5,4,3,2,3,2,4,2,4,3,3,3,3,4,3,4,1,3,3,3,3,3,1,3,5,3,3,4,3,3,4,4,2,2,310.447645231506,62.9714903031667,54.0664246465,79.489472798965,69.9400742731786,119.817126729173,232.287227453311,"2017-12-12 09:15:04 -0800",0,3.25,44.0833333333333,49.6083906637015,58.5189574748334,176.052177091242,5
"185",186,"Utah_293",3,3,1,19,"Male","Native American or Aleut",0,0,"Anywhere but home","Myself, sometimes a friend","Write and Talk",5,30,12,17,2156.2,3.86666666666667,3.54545454545455,4.5,2.5,2,4.5,3,3.5,5.5,1,6.33333333333333,0,2.44444444444444,3.4,2.2,7,5,2,2,1,2,5,5,1,3,5,2,5,2,4,4,2,2,2,1,4,5,2,5,3,4,2,4,2,4,2,1,2,5,3,2,4,2,4,1,4,1,1,503.526275463204,13.801129154375,17.4479348773438,48.1781953129579,66.8839240432376,89.6217612917646,115.855680853067,"2017-12-12 10:15:08 -0800",38,3.75,33.9166666666667,39.1348678135992,15.6245320158594,102.738721072416,3
"186",187,"Utah_294",3,6,1,19,"Female","Caucasian",0,0,"Somewhere in the wasatch mountains on a hike","My best friend","Hike, Talk, Eat Snacks",29,30,9,19,2320,4.33333333333333,2.81818181818182,3.33333333333333,1.5,5.5,6,2,5.5,6,2.66666666666667,8,2.66666666666667,4.44444444444444,5.2,1.8,3,4,2,1,1,2,5,3,1,4,5,2,5,2,5,2,4,2,1,1,4,5,5,5,3,5,4,2,2,2,2,1,1,4,5,5,1,1,4,1,4,1,1,218.612096081661,31.8097909239583,40.955921834125,66.0742505063799,64.1722637546589,108.811031767389,106.350483560509,"2018-01-22 10:13:12 -0800",34,5,26.25,39.6303946714915,36.3828563790416,107.580757663949,4
"187",188,"Utah_295",4,3,1,21,"Female","Asian/Pacific-Islanders",0,2,"LA","Friends and family","Concert and theme park",5,10,1,9,149.5,3.4,2.45454545454545,3.83333333333333,3.5,3.5,4.5,4.5,5,4.5,1,1.33333333333333,1,1.11111111111111,4,4,4,2,2,1,1,1,3,2,1,4,5,4,4,4,3,3,4,3,4,2,2,4,4,2,3,3,4,2,3,1,3,1,2,1,3,2,3,2,4,2,4,1,3,421.514873283547,21.8244852827917,29.089339935625,68.4547372994212,76.4016273201605,95.4291047851374,117.184661532278,"2018-01-22 11:01:10 -0800",4,3.1875,39.1666666666667,41.5119551965747,25.4569126092083,106.306883158708,4
"188",189,"Utah_296",2,5,1,19,"Female","Asian/Pacific-Islanders",0,0,"cafe","friends, families","reading, having coffee",4,7,0,7,97.5,4.46666666666667,2.72727272727273,4.33333333333333,1.5,6,6,4.5,6.5,6,1,3.66666666666667,1,1.88888888888889,4.8,3.6,6,4,3,1,1,1,1,4,1,2,3,4,3,5,3,4,3,2,2,1,4,4,4,4,3,4,4,2,4,3,2,1,2,4,4,3,3,4,2,2,2,2,1,279.139205161299,49.8416073917083,50.0407468152187,68.5981166638539,109.275436732303,88.1086694613875,167.21976116776,"2018-01-24 10:28:32 -0800",32,5,11.6666666666667,9.9392091631014,49.9411771034635,127.664215314574,2
