Participant_ID,Seen_Within,Unseen_All,Unseen_Within,Unseen_Between,Between_Pointing,Within_Pointing,Study,Motivation,Buildings_ID,Differently_Classified,Ethnicity,SBSOD,Gender,WRAT,Model_Building,Model_Building_A,Model_Building_B,Buildings_Percent,MRT,Ints_Others_Clusters,Non_Int_Imps_Only_Clusters,Study_Combined_Correct,Two_Step_Within_0,Two_Step_Within_1,Two_Step_Within_2,Two_Step_Within_3,Two_Step_Across_All,Two_Step_Within_All,Cluster_Matches,K_Means_Within_0,K_Means_Within_1,K_Means_Within_2,K_Means_Within_3,K_Means_Across_All,K_Means_Within_All,SAQ,Model_Building_Average_Within,Total_Time_in_Environment,Seen_Unseen,UnseenB_UnseenW,Pointing_mean
4014,13.42202098,42.89885197,43.17391077,42.81289609,42.81289609,25.81864172,3,6,6,,White,2.8,Female,46,0.61664099,0.39775377,0.498109051,1,,1,1,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.447931411,935,2,2,35.52964422
4015,15.46260299,52.94785185,36.53405599,58.07716305,58.07716305,24.24237507,3,3,6,,White,4.866666667,Female,50,0.283570577,0.860828801,0.213999986,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.537414394,951,2,1,43.57653963
4016,12.32012286,54.15283996,35.0530612,60.12152082,60.12152082,21.7921805,3,5,5,,Black,3.6,Female,47,0.277233119,0.78171156,0.893263478,0.833333333,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.837487519,1080,2,1,43.69466068
4017,12.06301423,30.98905306,22.91893388,33.5109653,33.5109653,16.58631408,3,4,6,,Asian,3.733333333,Female,44,0.594252761,0.777181132,0.35877296,1,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.567977046,816,3,3,26.25754335
4018,15.6693449,62.48185242,58.8138736,63.6280958,63.6280958,33.64623185,3,6,2,,Asian,4.933333333,Male,41,0.298767581,0.33352873,0.738539714,0.333333333,,1,2,2,,,,Imprecise Navigator,Imprecise Navigator,Imprecise Navigator,0,,,,Non-Integrator,Imprecise Navigator,Non-Integrator,,0.536034222,1003,2,2,50.77872554
4019,20.92051201,47.59867644,26.24940419,54.27032402,54.27032402,23.14088375,3,1,6,,White,5.133333333,Male,45,0.893738006,0.738663734,0.684921322,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.711792528,982,2,1,40.92913533
4020,8.501898388,53.72131459,51.44733374,54.43193361,54.43193361,26.39582978,3,6,6,,White,4.066666667,Female,39,0.219994773,0.208268669,0.96456541,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.58641704,1091,2,2,42.41646054
4021,39.99600373,56.11280005,50.6443439,57.82169259,57.82169259,44.43281213,3,1,1,,Asian,4.933333333,Female,40,0.616333234,0.691907475,0.844429027,0.166666667,,1,2,2,,,,Imprecise Navigator,Imprecise Navigator,Imprecise Navigator,0,,,,Non-Integrator,Imprecise Navigator,Non-Integrator,,0.768168251,921,1,2,52.08360096
4022,9.417572306,47.69408592,22.44893303,55.5831962,55.5831962,14.84730594,3,1,6,,White,5.266666667,Female,47,0.57818432,0.791221336,0.251504279,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.521362808,954,2,1,38.12495752
4023,14.76131889,34.79612637,22.24089875,38.719635,38.719635,17.8778105,3,4,6,1,Black,5.133333333,Female,47,0.452411804,0.713459763,0.974501316,1,,2,,2,,,,Integrator,Non-Integrator,Integrator,1,,,,Integrator,Integrator,Integrator,,0.84398054,1027,3,3,29.7874245
4024,17.53128966,48.07393405,26.54763099,54.80090376,54.80090376,21.28809855,3,1,4,,White,5.2,Male,45,0.644174086,0.438469342,0.478411287,0.666666667,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.458440315,890,2,1,40.43827296
4025,9.784807753,24.81162953,30.26273827,23.10815804,23.10815804,18.3172788,3,4,6,,Asian,4.933333333,Female,41,0.930422098,0.49531071,0.975707053,1,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.735508882,869,3,3,21.05492408
4026,5.842666051,19.7650808,4.290554268,24.60087034,24.60087034,5.195952808,3,4,6,,White,5.866666667,Female,44,0.863072935,0.822052993,0.711576625,1,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.766814809,792,3,3,16.28447711
4027,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,,,,,,,,,,,,
4028,49.74369803,51.08438803,49.72325342,51.50974259,51.50974259,49.73517944,3,2,5,,White,3.466666667,Female,44,0.349243088,0.882615676,0.927923708,0.833333333,,1,2,2,,,,Imprecise Navigator,Imprecise Navigator,Imprecise Navigator,0,,,,Non-Integrator,Imprecise Navigator,Non-Integrator,,0.905269692,805,1,2,50.74921553
4029,5.587435791,52.51549583,29.44130485,59.72618051,59.72618051,15.5265479,3,3,6,,White,4.266666667,Male,52,0.337598193,0.840382949,0.825668677,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.833025813,1092,2,1,40.78348082
4030,2.287235657,19.34591833,6.940799593,23.22251794,23.22251794,4.22622063,3,2,6,,White,5.133333333,Male,47,0.84630157,0.379287366,0.108786572,1,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.244036969,773,3,3,15.08124766
4031,9.662355108,31.93839291,39.00051795,29.73147883,29.73147883,21.88658963,3,1,5,,WhiteHis,5.466666667,Male,51,0.265402183,0.268877509,0.795579911,0.833333333,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.53222871,1046,3,3,26.36938346
4032,6.884359385,39.14914817,40.60192588,38.69515513,38.69515513,20.93334542,3,4,5,1,White,3.4,Female,49,0.802739024,0.956976645,0.932161673,0.833333333,,2,,2,,,,Integrator,Non-Integrator,Integrator,1,,,,Integrator,Integrator,Integrator,,0.944569159,1118,2,1,31.08295097
4033,10.70257544,47.40361672,25.07780405,54.38043319,54.38043319,16.69225403,3,5,6,,Asian,4.666666667,Female,40,0.06100707,0.358231197,0.670918487,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.514574842,986,2,1,38.22835641
4034,6.641003607,56.17868239,40.41752596,61.10404378,61.10404378,20.71455459,3,1,5,,White,3.266666667,Female,53,0.487217593,0.532737028,0.933668403,0.833333333,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.733202716,868,2,1,43.7942627
4035,6.568004979,31.57943374,18.46244102,35.67849397,35.67849397,11.52402,3,5,6,,White,5.666666667,Male,47,0.646695898,0.206847333,0.914321817,1,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.560584575,920,3,3,25.32657655
4036,32.36934567,58.03036825,40.44762209,63.52497643,63.52497643,35.73529418,3,7,3,,White,2,Female,51,0.101210762,0.10425279,0.419034407,0.5,,1,2,2,,,,Imprecise Navigator,Imprecise Navigator,Imprecise Navigator,0,,,,Non-Integrator,Imprecise Navigator,Non-Integrator,,0.261643599,949,1,1,51.61511261
4037,24.1460663,52.17270304,35.51893388,57.3770059,57.3770059,28.88476113,3,4,4,1,White,4.733333333,Female,47,0.750836806,0.73146394,0.63064482,0.666666667,,1,2,2,,,,Non-Integrator,Imprecise Navigator,Non-Integrator,1,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.68105438,814,2,1,45.16604386
4038,11.60783202,33.73788765,24.77974628,36.53730683,36.53730683,17.09612963,3,1,5,,White,4.466666667,Female,42,0.121801557,0.403647095,0.152261565,0.833333333,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.27795433,893,3,3,28.20537374
4039,9.080604406,39.19508052,45.17867843,37.32520618,37.32520618,24.12146858,3,1,6,1,White,5.933333333,Male,52,0.718596456,0.373234588,0.777047804,1,,1,1,2,,,,Integrator,Non-Integrator,Integrator,1,,,,Integrator,Integrator,Integrator,,0.575141196,893,2,2,31.66646149
4040,8.804858994,52.3836925,52.73605319,52.27357978,52.27357978,27.10952324,3,5,6,,White,5.533333333,Male,50,0.029269094,0.481229788,0.872077517,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.676653653,755,2,2,41.48898412
4041,8.681821388,37.57193024,27.23149274,40.80331696,40.80331696,16.41085112,3,2,6,1,White,5.066666667,Male,49,0.592667437,0.914487529,0.906451241,1,,2,,2,,,,Integrator,Non-Integrator,Integrator,1,,,,Integrator,Non-Integrator,Integrator,,0.910469385,830,2,3,30.34940303
4042,9.99948141,26.41899965,7.139104806,32.44396679,32.44396679,8.807657825,3,6,6,,White,4.666666667,Male,51,0.795595613,0.71793653,0.991307008,1,,2,,2,,,,Integrator,Integrator,Integrator,0,,,,Integrator,Integrator,Integrator,,0.854621769,801,3,3,22.31412009
4043,3.136994081,39.83068966,36.90955406,40.74354454,40.74354454,17.20889407,3,5,6,1,White,4.333333333,Male,49,0.502227202,0.590609181,0.876817144,1,,2,,2,,,,Integrator,Non-Integrator,Integrator,1,,,,Integrator,Non-Integrator,Integrator,,0.733713163,961,2,1,30.65726577
4044,26.39392333,52.73249253,54.12277544,52.29802912,52.29802912,37.94761171,3,5,5,,White,2.866666667,Female,49,0.364333563,0.93063595,0.794501427,0.833333333,,1,2,2,,,,Imprecise Navigator,Imprecise Navigator,Imprecise Navigator,0,,,,Non-Integrator,Imprecise Navigator,Non-Integrator,,0.862568689,847,1,2,46.14785023
4045,5.76223867,37.4126258,8.92619756,46.31463463,46.31463463,7.080554874,3,3,5,1,AmerInd,3.533333333,Female,48,0.428384997,0.37290157,0.929344286,0.833333333,,1,1,2,,,,Integrator,Non-Integrator,Integrator,1,,,,Integrator,Non-Integrator,Integrator,,0.651122928,784,3,3,29.50002902
4046,13.35255945,50.53602348,26.70955406,57.98179517,57.98179517,18.91797387,3,3,6,,White,4.466666667,Female,48,0.259615445,0.652493779,0.112041208,1,,1,2,2,,,,Non-Integrator,Non-Integrator,Non-Integrator,0,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.382267494,887,2,1,41.24015747
4047,75.96323501,66.5737001,79.10448913,62.65782853,62.65782853,77.27209089,3,2,6,,White,4.933333333,Female,50,0.340613846,0.873142295,0.884600017,1,,1,2,2,,,,Imprecise Navigator,Imprecise Navigator,Imprecise Navigator,0,,,,Imprecise Navigator,Imprecise Navigator,Imprecise Navigator,,0.878871156,1232,1,2,68.92108383
4048,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,0,,,,,,,,,,,,
4049,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,0,,,,,,,,,,,,
4050,15.27123748,41.13274718,40.46244102,41.34221786,41.34221786,25.76757229,3,2,6,1,White,4.2,Male,45,0.48590985,0.666998751,0.005488601,1,,1,1,2,,,,Integrator,Non-Integrator,Integrator,1,,,,Non-Integrator,Non-Integrator,Non-Integrator,,0.336243676,789,2,1,34.66736976
